ID,CER_Global,CER_Name,CER_Vorname,CER_Geb-Dat,TED
78867961,0.19,0.0,0.83,0.0,0.8
78867179,0.17,0.0,0.8,0.0,0.8
78867223,0.24,0.0,0.88,0.0,0.8
78867406,0.25,0.0,0.86,0.0,0.8
78867679,0.25,0.19,0.78,0.0,0.69
78912579,0.24,0.0,0.86,0.0,0.8
78950724,0.15,0.0,0.75,0.0,0.8
78938299,0.46,0.0,1.0,0.6,0.6
78982956,0.38,0.0,0.75,1.0,0.6
78917020,0.19,0.0,0.83,0.0,0.8
AVG,0.25,0.02,0.83,0.16,0.75
